date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:33:21	1409/1409	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/aero@2x-57b9c071468da201173814c27496bb0e8f318c2945fb08e1f3c75531ae184e99.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/aero@2x-57b9c071468da201173814c27496bb0e8f318c2945fb08e1f3c75531ae184e99.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:22	1142/1142	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/grey-654da0ad45d54a5ec79ee661aba96b7113bccb52caedbcfd6629b044a0d80000.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/grey-654da0ad45d54a5ec79ee661aba96b7113bccb52caedbcfd6629b044a0d80000.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:23	1407/1407	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/grey@2x-94d3d7416dd0ecfb88bd0456d8ac4a0c87e3cc9bf0728f86e4bae0b38b6e4f70.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/grey@2x-94d3d7416dd0ecfb88bd0456d8ac4a0c87e3cc9bf0728f86e4bae0b38b6e4f70.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:24	1139/1139	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/orange-488e581ddb601d3a12e355d96582a51df60d7701e447dc9b49fd59b335b710bf.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/orange-488e581ddb601d3a12e355d96582a51df60d7701e447dc9b49fd59b335b710bf.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:25	1407/1407	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/orange@2x-dd10fd94fa6aa469afe8d066985e1dbc79c64df38d83ce58201d97681cd52e25.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/orange@2x-dd10fd94fa6aa469afe8d066985e1dbc79c64df38d83ce58201d97681cd52e25.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:26	1135/1135	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/yellow-25996589dadb7140266f41d84843850db880fb6accc5a7f783fe57347ef8b7e4.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/yellow-25996589dadb7140266f41d84843850db880fb6accc5a7f783fe57347ef8b7e4.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:27	1406/1406	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/yellow@2x-090154cf3bb9a087b881de2697f02f3b25d960d4a3472c550de4dace1b6d2f55.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/yellow@2x-090154cf3bb9a087b881de2697f02f3b25d960d4a3472c550de4dace1b6d2f55.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:28	1150/1150	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/pink-7d0125de70c23a23bd517fdf88029ec95cc3db850790cc561d1e6489685629da.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/pink-7d0125de70c23a23bd517fdf88029ec95cc3db850790cc561d1e6489685629da.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:29	1409/1409	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/pink@2x-40e1f51b7fe16e7db4841b3229256bb24e33ea0d28138b1ea73cda2a9c65b0fd.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/pink@2x-40e1f51b7fe16e7db4841b3229256bb24e33ea0d28138b1ea73cda2a9c65b0fd.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:30	1132/1132	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/purple-0d2562d66fc7b4323c406179bdca227125a15fd053392e3aa5eaf496795a8ee4.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/purple-0d2562d66fc7b4323c406179bdca227125a15fd053392e3aa5eaf496795a8ee4.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:31	1409/1409	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/icheck/minimal/purple@2x-df0f7e1b34738daa5c2d879823ee17986bed8a0457c4c90d489be645d01fdae2.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/icheck/minimal/purple@2x-df0f7e1b34738daa5c2d879823ee17986bed8a0457c4c90d489be645d01fdae2.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:32	20127/20127	---M--	200	added ('OK%20')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2002:19:12%20GMT	https://ctforward.org/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:33	20127/20127	---M--	200	added ('OK%20')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2002:19:12%20GMT	https://ctforward.org/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot?	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407d41d.eot	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:34	18028/18028	---M--	200	added ('OK%20')	application/font-woff2	date:Fri,%2009%20Dec%202016%2002:19:12%20GMT	https://ctforward.org/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:35	23424/23424	---M--	200	added ('OK%20')	application/font-woff	date:Fri,%2009%20Dec%202016%2002:19:12%20GMT	https://ctforward.org/assets/bootstrap/glyphicons-halflings-regular-a26394f7ede100ca118eff2eda08596275a9839b959c226e15439557a5a80742.woff	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/bootstrap/glyphicons-halflings-regular-a26394f7ede100ca118eff2eda08596275a9839b959c226e15439557a5a80742.woff	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:36	45404/45404	---M--	200	added ('OK%20')	application/octet-stream	date:Fri,%2009%20Dec%202016%2002:19:12%20GMT	https://ctforward.org/assets/bootstrap/glyphicons-halflings-regular-e395044093757d82afcb138957d06a1ea9361bdcf0b442d06a18a8051af57456.ttf	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/bootstrap/glyphicons-halflings-regular-e395044093757d82afcb138957d06a1ea9361bdcf0b442d06a18a8051af57456.ttf	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:38	108738/108738	---M--	200	added ('OK%20')	image/svg+xml	date:Fri,%2009%20Dec%202016%2002:19:12%20GMT	https://ctforward.org/assets/bootstrap/glyphicons-halflings-regular-42f60659d265c1a3c30f9fa42abcbb56bd4a53af4d83d316d6dd7a36903c43e5.svg	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/bootstrap/glyphicons-halflings-regular-42f60659d265c1a3c30f9fa42abcbb56bd4a53af4d83d316d6dd7a36903c43e5.svg	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:40	165742/165742	---M--	200	added ('OK%20')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979.eot	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979.eot	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:40	165742/165742	---M--	200	added ('OK%20')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979.eot?	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/fontawesome-webfont-7bfcab6db99d5cfbf1705ca0536ddc78585432cc5fa41bbd7ad0f009033b2979d41d.eot	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:41	77160/77160	---M--	200	added ('OK%20')	application/font-woff2	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/fontawesome-webfont-2adefcbc041e7d18fcf2d417879dc5a09997aa64d675b7a3c4b6ce33da13f3fe.woff2	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/fontawesome-webfont-2adefcbc041e7d18fcf2d417879dc5a09997aa64d675b7a3c4b6ce33da13f3fe.woff2	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:42	98024/98024	---M--	200	added ('OK%20')	application/font-woff	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/fontawesome-webfont-ba0c59deb5450f5cb41b3f93609ee2d0d995415877ddfa223e8a8a7533474f07.woff	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/fontawesome-webfont-ba0c59deb5450f5cb41b3f93609ee2d0d995415877ddfa223e8a8a7533474f07.woff	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:43	165548/165548	---M--	200	added ('OK%20')	application/octet-stream	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/fontawesome-webfont-aa58f33f239a0fb02f5c7a6c45c043d7a9ac9a093335806694ecd6d4edc0d6a8.ttf	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/fontawesome-webfont-aa58f33f239a0fb02f5c7a6c45c043d7a9ac9a093335806694ecd6d4edc0d6a8.ttf	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:44	3736/3736	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:17:28%20GMT	https://ctforward.org/assets/footer-icon-5e8bafa36b6d88e4063b36007db159f5cae35ae489d482c04abace3acd809e3c.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/footer-icon-5e8bafa36b6d88e4063b36007db159f5cae35ae489d482c04abace3acd809e3c.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:45	444379/444379	---M--	200	added ('OK%20')	image/svg+xml	date:Fri,%2009%20Dec%202016%2002:19:20%20GMT	https://ctforward.org/assets/fontawesome-webfont-ad6157926c1622ba4e1d03d478f1541368524bfc46f51e42fe0d945f7ef323e4.svg	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/fontawesome-webfont-ad6157926c1622ba4e1d03d478f1541368524bfc46f51e42fe0d945f7ef323e4.svg	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:45	3728/3728	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:17:28%20GMT	https://ctforward.org/assets/footer-icon2-ff75e9605edacba3cf433dc397bd5aa47d0afdf2f20f6c4941350e4b8ae767e8.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/footer-icon2-ff75e9605edacba3cf433dc397bd5aa47d0afdf2f20f6c4941350e4b8ae767e8.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:46	3674/3674	---M--	200	added ('OK%20')	image/png	date:Fri,%2009%20Dec%202016%2002:17:28%20GMT	https://ctforward.org/assets/footer-icon3-e45108c79e2b008f2d971ca18a8e339ed82a3ef13dbb51fd664a29b4793fef9c.png	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/footer-icon3-e45108c79e2b008f2d971ca18a8e339ed82a3ef13dbb51fd664a29b4793fef9c.png	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
21:33:47	2867/2867	---M--	200	added ('OK%20')	image/jpeg	date:Fri,%2009%20Dec%202016%2002:17:28%20GMT	https://ctforward.org/assets/background-1c2c07e7a8f500b461479cc3ca5afe1125ee24c9b1d8ac2948eaa5575ceaf9e9.jpg	/Users/indasiasummerfield/websites/ctforward/ctforward.org/assets/background-1c2c07e7a8f500b461479cc3ca5afe1125ee24c9b1d8ac2948eaa5575ceaf9e9.jpg	(from https://ctforward.org/assets/application-419cfa1c31d1cb844e8afbadeae467d5824ce5036f71233cfc4f18c60963c60b.css)
